"","root-EOD-Arabidopsis-1-451-3-R","root-EOD-Arabidopsis-2-452-3-R","root-EOD-Arabidopsis-3-453-3-R","root-EOD-Arabidopsis-4-454-3-R","root-EOD-Arabidopsis-5-455-3-R","root-EOD-Arabidopsis-6-456-3-R","root-EOD-Brachy-1-433-3-R","root-EOD-Brachy-2-434-3-R","root-EOD-Brachy-3-436-3-R","root-EOD-Brachy-4-437-3-R","root-EOD-Brachy-5-438-3-R","root-EOD-Brachy-6-439-3-R","root-EOD-Medicago-1-442-3a-R","root-EOD-Medicago-2-442-3b-R","root-EOD-Medicago-3-444-3a-R","root-EOD-Medicago-4-449-3a-R","root-EOD-Medicago-5-449-3b-R","root-EON-Arabidopsis-1-451-4-R","root-EON-Arabidopsis-2-452-4-R","root-EON-Arabidopsis-3-453-4-R","root-EON-Arabidopsis-4-454-4-R","root-EON-Arabidopsis-5-455-4-R","root-EON-Arabidopsis-6-456-4-R","root-EON-Brachy-1-433-4-R","root-EON-Brachy-2-434-4-R","root-EON-Brachy-3-436-4-R","root-EON-Brachy-4-437-4-R","root-EON-Brachy-5-438-4-R","root-EON-Brachy-6-439-4-R","root-EON-Medicago-1-442-4c-R","root-EON-Medicago-2-444-4b-R","root-EON-Medicago-3-444-4c-R","root-EON-Medicago-4-449-4c-R","shoot-EOD-Arabidopsis-1-451-3-S","shoot-EOD-Arabidopsis-2-452-3-S","shoot-EOD-Arabidopsis-3-453-3-S","shoot-EOD-Arabidopsis-4-454-3-S","shoot-EOD-Arabidopsis-5-455-3-S","shoot-EOD-Arabidopsis-6-456-3-S","shoot-EOD-Brachy-1-433-3-S","shoot-EOD-Brachy-2-434-3-S","shoot-EOD-Brachy-3-436-3-S","shoot-EOD-Brachy-4-437-3-S","shoot-EOD-Brachy-5-438-3-S","shoot-EOD-Brachy-6-439-3-S","shoot-EOD-Medicago-1-442-3a-S","shoot-EOD-Medicago-2-442-3b-S","shoot-EOD-Medicago-3-444-3a-S","shoot-EOD-Medicago-4-449-3a-S","shoot-EOD-Medicago-5-449-3b-S","shoot-EON-Arabidopsis-1-451-4-S","shoot-EON-Arabidopsis-2-452-4-S","shoot-EON-Arabidopsis-3-453-4-S","shoot-EON-Arabidopsis-4-454-4-S","shoot-EON-Arabidopsis-5-455-4-S","shoot-EON-Arabidopsis-6-456-4-S","shoot-EON-Brachy-1-433-4-S","shoot-EON-Brachy-2-434-4-S","shoot-EON-Brachy-3-436-4-S","shoot-EON-Brachy-5-438-4-S","shoot-EON-Brachy-6-439-4-S","shoot-EON-Medicago-1-442-4c-S","shoot-EON-Medicago-2-444-4b-S","shoot-EON-Medicago-3-444-4c-S","shoot-EON-Medicago-4-449-4c-S","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name"
"mevalonic acid",0.00178315146398106,0.0170009364555665,0.00914649840384549,0.00475133399994003,0.0234126066341671,0.00784404761775398,0.0157784769456841,0.0585913922212749,0.0757990517172033,0.0182650588144454,0.0124347439181547,0.0556711806005963,0.159738907645011,0.183516994294915,0.182142019273218,0.159311062315395,0.190363777502583,0.00202618362657083,0.00319367089921252,0.0133063166589911,0.00517372928963349,0.00326054183894588,0.0641855857455438,0.0171854047222702,0.0655247089349297,0.00865429175684726,0.0760673599876656,0.0710679738817066,0.0206917964218544,0.195660825183601,0.0455104464669695,0.141374953987839,0.0434846980929257,0.0276915073104988,0.0103224214623151,0.0170309979669427,0.0122747107451021,0.0426011883615469,0.00523518672839302,0.0100438931756732,0.00702816069939179,0.0384134566954983,0.0101718379598039,0.0601766266470113,0.00768933041638143,0.0200897915219796,0.0459419692775608,0.173836976339359,0.0274968425567703,0.108928495824807,0.00520805395429935,0.00874185666306903,0.0248475985558737,0.0384121344815678,0.0248958123120743,0.0066561432790374,0.013036528611105,0.0110839474833839,0.0585156501095095,0.0500819350459487,0.0499494417419944,0.0853077866983031,0.172270351990613,0.126070782538559,0.0209615852022051,"mevalonic acid","HMDB0000227","C00418","belongs to the class of organic compounds known as hydroxy fatty acids. These are fatty acids in which the chain bears a hydroxyl group.","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","150-97-0","DTXSID5040546","DTXCID3020546","315678202","439230","C00418","17710","DB03518","Mevalonic acid"
"N-acetyl-alanine",0.0151872598339323,0.0104882432235026,0.0125734089282087,0.0164304514426211,0.0119316184662429,0.00906467661255723,0.00478040905719492,0.00586719831724959,0.00380867225397327,0.0062442547675936,0.00496675814504182,0.00537777841694078,0.0145934399647963,0.0152549189232328,0.0129617911158655,0.0115487822604504,0.015882994439053,0.0167874504107971,0.0129644206399792,0.0121034287152649,0.0199321624443596,0.0149508739705605,0.00571389888881991,0.00561096435820309,0.00489019019179045,0.0140737788739753,0.00509534924677004,0.00376139076912577,0.00664064640097785,0.0132988097579919,0.0137528654873475,0.00550804733408361,0.0175271479819872,0.00566981877015935,0.0068860890793365,0.00641143434397345,0.00712108329705072,0.00476402318117766,0.0115120394850975,0.0450155464577479,0.0206856060795906,0.0326753771116156,0.0297015474510258,0.0262108274463324,0.024310958520061,0.0153636376941766,0.00710549159311887,0.0230425763194838,0.0246444298816353,0.013326866308187,0.00880189701238254,0.00590432904097576,0.00448295234291684,0.00695308361658469,0.00887968341385739,0.0124102905958316,0.0377033950232753,0.0517847593585389,0.0367534519640604,0.0328749405733784,0.0288151244357098,0.0142903225194231,0.0163503423408558,0.0157876044774866,0.0168981512561869,"n-acetyl-alanine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-acetyl-glutamic acid",5.58920895415645e-05,3.12737648283815e-05,5.66796356514075e-05,3.81935983439567e-05,2.06193477996453e-05,6.26097519809531e-05,1.1768296632492e-05,7.78553967113282e-06,1.41075116515495e-05,1.67703613968492e-05,1.76421800705464e-05,1.05415879140418e-05,3.34717764189322e-05,3.17015709731491e-05,3.01922324285725e-05,2.63353521261329e-05,3.77082127091114e-05,6.24895974997639e-05,4.34227163486046e-05,2.7148792730688e-05,4.47903604148886e-05,3.21050831478302e-05,1.66131516906166e-05,1.70258082536693e-05,1.03542833874489e-05,2.72248754742403e-05,1.21031100645355e-05,1.61615555837948e-05,1.52284108179944e-05,3.68840711354159e-05,4.03616376745017e-05,8.08955330404309e-06,2.82333844967567e-05,8.13229306808325e-05,6.55685216158801e-05,5.04461023346073e-05,9.55607913949477e-05,3.8584386612315e-05,8.73387806959103e-05,0.000189894053448797,0.000132314382593109,0.00011349586891119,0.000220284357219496,7.588322371113e-05,0.000184551593550507,3.19858392739211e-05,1.06872811331867e-05,2.98178247836421e-05,3.4685676691245e-05,3.03532924919162e-05,8.08494845443619e-05,7.87237394833992e-05,4.53780967487715e-05,5.73401011328299e-05,0.000100610463761556,6.93021511174421e-05,0.000240813026064295,0.000205177181426621,0.000128359806076662,0.000108193563287153,8.23637946101823e-05,3.03962565923588e-05,3.68810463943271e-05,3.87159925677547e-05,1.95371018278353e-05,"n-acetyl-glutamic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-acetyl-hexosamine",0.000105242351147648,8.06632515849343e-05,5.76808954784836e-05,6.05624146285065e-05,3.7610091157153e-05,8.28228451787911e-05,1.4872644519964e-05,1.39917826416194e-05,1.1097728707179e-05,1.74072915599988e-05,2.25694159022088e-05,1.36101212523695e-05,7.59063830300399e-06,3.06655010646823e-06,9.04901162104989e-06,6.20521084022134e-06,1.50069276343208e-05,6.2174565144259e-05,8.61885187637559e-05,5.50911465357756e-05,6.87572042022519e-05,6.39965221707751e-05,2.14102841547155e-05,1.57150460688933e-05,1.4651527660838e-05,6.64374246665051e-05,1.38268240162151e-05,2.24452181858654e-05,2.23741899355406e-05,9.01517817629478e-06,6.80050399225836e-06,3.31069186682109e-06,1.41642655602453e-05,7.46382548898765e-05,0.000160062135671691,0.000156267340774138,0.000165653314899849,9.2095866161324e-05,0.000175157641138049,2.94687304241095e-05,7.57638515867009e-05,1.03716287971531e-05,3.89801864971721e-05,1.39854569694721e-05,4.72541932845872e-05,3.43976239552852e-05,2.43652942873223e-05,3.24740179908921e-05,2.76475265875531e-05,2.92490035611129e-05,0.000258136475483785,0.000178572714467114,9.16709367197779e-05,6.39234550323619e-05,8.95469427618363e-05,0.000151604822959513,5.46104928011878e-05,5.10940200131557e-05,1.24597012305387e-05,3.1867255122616e-05,4.44328515888639e-05,2.72255257625971e-05,2.71885892157389e-05,2.98829025068393e-05,3.55364371639305e-05,"n-acetyl-hexosamine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-acetyl-serine and/or isomers",0,4.69131628574449e-06,0,0,4.24326986908439e-06,7.13360484009023e-06,2.16196563642224e-05,2.55080779866889e-05,2.16921592711374e-05,3.27468370089948e-05,1.61118487911711e-05,2.19125303665331e-05,0.000110315670665112,0.000184371790841649,4.06006455811726e-05,8.54920016058356e-05,0.000112208282380576,4.9442037150327e-06,2.13870353331605e-06,2.13464821829603e-06,1.67765340076776e-05,1.0835890516727e-06,3.98328378823826e-05,4.81176110896835e-05,6.15358234537082e-05,8.64905225075429e-06,4.45920221404519e-05,4.77692096576228e-05,6.09144049045809e-05,8.09109900253726e-05,6.42869945101591e-05,2.54004067029e-05,8.26097679669766e-05,4.1030345638148e-05,0.00015140973179976,4.36246339010625e-05,0.000232064089623851,8.92536168854536e-05,7.48092738106482e-05,9.94096648057197e-05,0.000112762543531396,9.4169837195017e-05,0.000200679782115745,7.49311772823737e-05,0.000151625769427683,7.50522243295082e-05,2.29983616881121e-05,0.00010888932435473,0.000107574228487674,0.000135592119265286,4.30930960952806e-05,0.00016615987267797,0.000191636709305087,0.000174997724760002,5.42818987737664e-05,0.000143238937027362,0.000191670020894373,9.72359210024054e-05,0.000111272355172413,6.54073975392905e-05,0.000140367617142992,0.000120027675637239,0.000310158723672585,8.62374313673584e-05,4.53059663132048e-05,"n-acetyl-serine and/or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-acetylneuraminic acid",0.00201691596844999,0.000983639363371243,0.0017101987047123,0.000775693646902596,0.000747258056003331,0.00108496989831204,1.16951451754686e-05,1.85785299960492e-05,1.00478306659831e-05,9.51233755125274e-06,1.23335905363087e-05,1.14082417337453e-05,9.75957981567443e-06,8.41669958111115e-06,7.06685777284702e-06,1.45766288790695e-05,1.02185004562927e-05,0.00135912783036695,0.00175355797720071,0.00213819314120777,0.0010528441901154,0.00206037207788118,0.00027855396697959,8.83811209499419e-06,6.73432862652891e-05,0.00141013124545392,4.14437047401584e-05,2.44799021980495e-05,8.77963662519754e-06,7.71572132167095e-06,1.22926624632489e-05,5.16058821508756e-06,1.14632331954556e-05,0.00405465164777558,0.00151743050463127,0.00255507144300996,0.000670732712557841,0.00100228875141862,0.00588631479909896,1.27202485629363e-05,8.8733816626193e-06,2.68457079837813e-05,1.34267836969281e-05,1.28420108348262e-05,1.10658184602469e-05,2.6194738295577e-05,1.28454118550292e-05,3.33608943389984e-05,2.6778890289807e-05,2.43787019621939e-05,0.00536251360400999,0.00131586297402174,0.00173581266218647,0.00113061948615163,0.00358193620866515,0.00405809998735502,1.31601804307106e-05,1.09942887824828e-05,1.66294640000947e-05,1.05743936595432e-05,1.06247108201098e-05,2.74139142506236e-05,1.8057338440395e-05,3.63170872007997e-05,2.29932238614911e-05,"n-acetylneuraminic acid","HMDB0000230","C19910","belongs to the class of organic compounds known as n-acylneuraminic acids. These are neuraminic acids carrying an N-acyl substituent.","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA," 49693719",NA,NA,"45744","DB04265","N-Acetylneuraminic acid"
"N-acetylputrescine",9.33417598173698e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40966084268545e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99935300322287e-06,0.000554531084035843,0.00037417498861171,0.000309772901687336,0.000475076099644898,0.000229849454696756,0.000352597587404562,3.1619329493998e-06,2.60097820222494e-06,2.42211936833795e-06,4.47984936806675e-06,3.62007372621862e-06,0,0,0,0,0,0,0.0004687150621544,0.000580426144026164,0.000417319848103523,0.000335959777417883,0.000282182335216828,1.31383674611969e-05,1.72824223840403e-06,0,2.14454524398366e-06,"n-acetylputrescine","HMDB0002064","C02714","belongs to the class of organic compounds known as carboximidic acids. These are organic acids with the general formula RC(=N)-OH (R=H, organic group).","Organic compounds","Organic acids and derivatives","Carboximidic acids and derivatives","Carboximidic acids","5699-41-2","DTXSID80205596","DTXCID10128087","315765903","122356","C02714","17768",NA,"N-Acetylputrescine"
"N-acetylserotonin",0.00135127603014658,0.00307315435101725,0.00128990332547784,0.00487495539674121,0.00297374619731084,0.000988823911373342,0.00270213567949117,0.00268029083723243,0.00199031566671116,0.00396924488678687,0.00186056586322265,0.00221268398257877,0.00387140354460682,0.00648542958379869,0.00519794624873899,0.00632465346266313,0.00455384425338021,0.0031652206050983,0.00157309602172705,0.00124896005587,0.00414882582848577,0.00190528055142607,0.00236886508481879,0.00319906479851807,0.00306100703423685,0.00276749926434121,0.00291410355643114,0.00179679612701242,0.00399362479666577,0.00585024846476471,0.00516183851446103,0.00197626432388129,0.00578250902071277,0.0016126570106199,0.00373525355109862,0.0015152184142288,0.00584509200708918,0.00527316352828278,0.00252535689972839,0.00320027337026009,0.00299907832492267,0.00253484696851766,0.00346244426130344,0.00195148476212807,0.00285816662139128,0.00516653464444031,0.00374655589774857,0.00618512985517292,0.00772084021388974,0.00541290954608276,0.00226273208722031,0.00349047186022557,0.00393463004273465,0.00371849571189181,0.00235532183797539,0.00289373130533294,0.00391705263921683,0.00401129778618253,0.00314800224153641,0.00337677776481933,0.00410012921191192,0.00596750960416734,0.0109261453213119,0.0017052541255142,0.0025374469899417,"n-acetylserotonin","HMDB0001238","C00978","belongs to the class of organic compounds known as hydroxyindoles. These are organic compounds containing an indole moiety that carries a hydroxyl group.","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Hydroxyindoles","1210-83-9","DTXSID00153106","DTXCID3075597","315713675","   903","C00978","17697","DB04275","N-Acetylserotonin"
"n-alpha-acetyl-asparagine",9.0389334966343e-05,3.45440939172405e-05,4.26875653620641e-05,5.39626681070792e-05,3.77007218171044e-05,3.86310249119328e-05,3.55615249130299e-05,4.53239839526435e-05,4.58124111488931e-05,4.38740921441939e-05,5.17666174711282e-05,4.12720594583512e-05,1.65138983207602e-05,2.1569232266339e-05,1.55733511858643e-05,1.63343978376316e-05,1.80050836694515e-05,0.000166360807402756,6.98647235022051e-05,6.25464109981029e-05,5.60061136574131e-05,7.23412694556277e-05,4.11448624144784e-05,3.59008377943736e-05,1.71992716837218e-05,7.20900337766487e-05,3.69928695043007e-05,3.84995457301954e-05,1.99466391832593e-05,2.63035089658122e-05,5.84033804751573e-05,1.29825213442713e-05,2.80241064235395e-05,0.000321943519221823,0.000622805434255556,0.000159734814962381,0.000690832680278927,0.00035088984275943,0.000996800007429411,0.000259170692141017,0.000163584624958107,0.000297491617889214,0.000374578155655788,0.000119327838979931,0.000221749771493225,2.36264620062369e-05,1.69707386910036e-05,4.30537248379179e-05,3.46021490088216e-05,4.02581075153446e-05,9.41441671388307e-05,0.000242145083854339,0.00014546204891804,0.000186061680373904,0.000226256472219981,0.000661325591283371,0.000334028576822123,0.000194122186071081,0.000228893865476453,0.000101781542939825,0.000177418432038226,2.32511697155429e-05,5.20742415600659e-05,2.28630441466134e-05,2.2902440411692e-05,"n-alpha-acetyl-asparagine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-trimethyllysine",0.000109801295946493,0.000319398798630243,0.000159581824953717,0.000111266169870142,0.000307689166380425,0.000215952459520855,3.64774739943101e-05,7.12815644764896e-05,0.000136882689168792,4.79032675989828e-05,7.02338799903773e-05,9.5772520110307e-05,0.00061908708640999,0.000667768963548231,0.000667859421429077,0.00082517768451732,0.000703387736355644,6.27127200516823e-05,0.000114580550057683,0.000195073050341772,0.000221102074418791,9.59814347763065e-05,8.07594978821174e-05,4.05474757039591e-05,6.4526403684594e-05,7.91925669455309e-05,7.0150947310004e-05,0.000225766157406641,4.69825306148319e-05,0.000391271848039317,9.15304396700158e-05,0.000118583366812322,0.000130392211343611,0.00321164239682162,0.00414215454876087,0.00124075812711164,0.00476996496103359,0.00884680953404492,0.00176007183387958,0.000113337978741621,7.77701493176564e-05,0.000309613840060658,0.000122193923719434,0.000515480738991401,0.000132964274464527,0.000635194702469839,0.0015646802765735,0.00206775877709254,0.00115632037052401,0.00137601435100149,0.000664614416626664,0.00242847083149048,0.00356403254757215,0.00268845877585566,0.00189774121379203,0.00127626098628428,8.12297964294586e-05,8.78330617223924e-05,0.000282713000379268,0.00050183638246002,0.000250265625443414,0.00100428307819712,0.00268377041520255,0.000567208361886897,0.000378246867386396,"n-trimethyllysine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAD+",0.000137616104732752,0.000100097434108797,0.000131845162451537,7.25261318127217e-05,7.79960279014564e-05,0.000163229284497711,2.97569287149552e-05,2.03590841919262e-05,2.43087370259493e-05,3.1786567256056e-05,1.69347098638077e-05,2.35434886479036e-05,9.27259920884087e-05,7.97333347983896e-05,9.38924830199293e-05,6.08517784490984e-05,0.000144706442547002,0.000172101544601638,9.60373264826437e-05,8.21781163301127e-05,0.000141444205514168,0.00015800704252526,4.82203040677485e-05,2.71685086057614e-05,3.20133951722003e-05,0.000110663469958265,1.96783870450208e-05,1.83427307223467e-05,2.77214604740861e-05,8.82670432963143e-05,8.19030005940215e-05,3.91808328586008e-05,6.84494811606571e-05,6.46241082166326e-05,9.54804111180261e-05,6.78916670265831e-05,8.40645471292004e-05,8.32460575386798e-05,0.000270741892555621,0.000561217563560928,0.000768242506383139,0.00039093087663108,0.00061764107420973,0.000302215722026473,0.000500955722255679,0.000308226793495374,7.85190894763649e-05,0.000219413417358751,0.000210914623724838,0.000244574025929823,4.94607664077259e-05,5.16062086034381e-05,3.30549694683969e-05,2.41131273961838e-05,7.91684316250621e-05,0.00018167056772174,0.000736734952514922,0.000797448556686641,0.000582739062273585,0.000564416280868952,0.000442698761392783,0.000215398686736156,0.000278733237958201,0.000337539567415735,0.000135290943318481,"nad+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nicotinamide",8.46051791850505e-05,6.55869282738669e-05,8.76852080720003e-05,2.66518953905909e-05,2.46647386110904e-05,0.000122935532628408,0.000237692230141417,0.000196389849002247,0.00025163997929067,0.000280028994091509,0.000466941788667606,0.000268352117355749,0.000312705815495574,0.000144336022956784,0.000204498173662291,0.000194070908909802,0.000302688868688599,0.000105494622746582,2.46080351900314e-05,4.98065194077079e-05,8.86053787824301e-05,0.000114571998686016,0.000377439894526294,0.000182022764937454,0.000133233372102424,0.000110394388146625,0.000169489981952503,0.000194961004742753,0.00028037660834309,4.89413598350164e-05,5.68422298241373e-05,2.5159694425519e-05,7.20582840449518e-05,0.0023859886119665,0.0136977039847967,0.0017703329755404,0.0154429463269178,0.0113488146683533,0.0049470691097483,0.00181932510389974,0.00181396107542386,0.00194841887570548,0.00263483577680367,0.0013680557655367,0.00233266893621222,0.00146253081774586,0.00149609738479153,0.00177183282456244,0.00255568125021979,0.00172599251018979,0.00203527256314054,0.00731236334819496,0.00570988913218562,0.00538863865957225,0.00236389439583564,0.00563959462672873,0.00251110395135462,0.00223252513802672,0.00197008050086078,0.00159984909382136,0.00149792008764582,0.000741892151120481,0.00199753368380603,0.000653155589178032,0.000749431101518657,"nicotinamide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nicotinamide mononucleotide",0.000476090410178673,0.000585619422065607,0.000710833061270683,0.000400536514247286,0.000574310668309145,0.000597074254639744,8.95532330632801e-05,0.000154329112487627,0.000114225444770888,0.000120344883557531,9.64269412849477e-05,0.000148634272804979,0.000183896230415592,0.000138697396527789,0.000268010549720894,0.000246039578640774,0.00023508075512881,0.000442058544569063,0.000471319330520726,0.000737270796174986,0.000461382391093694,0.000513180100210961,0.00019626552131075,0.000152404107078632,0.000279556042247653,0.000382286440533475,0.000222025146747391,0.000327916083321172,0.000190939900423348,0.000238623285972706,0.000140548684930355,0.000100962261032447,0.000122237643489885,0.000188649332251316,0.000162784752918372,0.000189433716066534,0.000150725081514311,0.000192161479366823,0.000155623987830789,3.70507221498e-05,4.04354768341751e-05,6.41709689731502e-05,5.07558204868518e-05,4.71135084244163e-05,4.52827311248822e-05,0.000323845382926389,0.000265615627503805,0.000235579565536458,0.000176571525440188,0.000241414404272841,0.000231883593103507,0.000168916081066866,0.000186465494989299,0.000225786841673977,0.000250344400272623,0.000181240104913882,4.30365473221321e-05,4.35423683058361e-05,6.54663944413275e-05,5.56687714934442e-05,6.85730706385173e-05,0.000550433042622121,0.000118147734652627,0.000506292845987298,0.000416274049799761,"nicotinamide mononucleotide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nicotinic acid and/or isonicotinic acid",8.67752083236196e-05,0,5.77245520230311e-05,9.49413138690044e-06,1.86023281605957e-05,1.14052838567313e-05,0,0,0,0,0,0,0,0,0,0,0,0.000576159285390932,4.24667110056254e-05,0.000138895480892499,4.41195136574448e-05,0.000118332334393845,1.30505320609259e-05,0,0,6.12918130255067e-05,0,0,0,0,0,0,0,0.000632217807434582,0.00109105860813517,0.000284213058503178,0.00129299372759825,0.000858382471847513,0.00379079010961408,7.97462776006882e-05,7.73466932653735e-05,0.000189249496577815,0.000192128301296122,5.06941342901449e-05,0.000177425483773167,0,0,0,0,5.28517419710655e-06,0.000101312986499342,0.000248648029734208,0.000168385392444137,0.000206713115764116,0.000605101227550785,0.00185618026200749,0.00016274197192764,0.000115782841746588,0.000149049086751382,4.59211520913692e-05,8.70065910012861e-05,0,4.95499367838873e-06,0,0,"nicotinic acid and/or isonicotinic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o-acetyl-serine",0,0,0,0,0,0,0.00107944262894843,0.0012872703020335,0.000881019760359613,0.00119592575002016,0.000854648503460871,0.000933805677902317,5.34013402170964e-06,4.29509346661519e-06,5.98757866198474e-06,5.18390686506235e-06,4.1739173930191e-06,0,0,1.51169594075239e-05,0,0,0.000840381379649016,0.00123172432875173,0.00119589898233361,0.000330552336467443,0.00133147453537285,0.000874787226601957,0.00129003778710992,6.3870520321322e-06,6.16477334014068e-06,7.17157018711779e-07,4.02983079559881e-06,0,0,1.46412436318093e-08,0,0,0,0.000216937607206718,0.000171899683069284,0.000228792868413368,0.000238646503897382,0.000211864415289143,0.000171388340414192,4.13317824047815e-06,4.79542050782066e-06,7.2479690869722e-06,3.84894639350817e-06,4.34364361059899e-06,0,5.42734841180685e-07,0,1.99758397082095e-07,0,0,0.000234741041216607,0.000183842237995205,0.000304519900742341,0.000173784038909738,0.000438286820972062,1.07161248606263e-05,6.20299740035945e-06,2.44033033812571e-06,3.2337237652412e-06,"o-acetyl-serine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
