"","root-EOD-Arabidopsis-1-451-3-R","root-EOD-Arabidopsis-2-452-3-R","root-EOD-Arabidopsis-3-453-3-R","root-EOD-Arabidopsis-4-454-3-R","root-EOD-Arabidopsis-5-455-3-R","root-EOD-Arabidopsis-6-456-3-R","root-EOD-Brachy-1-433-3-R","root-EOD-Brachy-2-434-3-R","root-EOD-Brachy-3-436-3-R","root-EOD-Brachy-4-437-3-R","root-EOD-Brachy-5-438-3-R","root-EOD-Brachy-6-439-3-R","root-EOD-Medicago-1-442-3a-R","root-EOD-Medicago-2-442-3b-R","root-EOD-Medicago-3-444-3a-R","root-EOD-Medicago-4-449-3a-R","root-EOD-Medicago-5-449-3b-R","root-EON-Arabidopsis-1-451-4-R","root-EON-Arabidopsis-2-452-4-R","root-EON-Arabidopsis-3-453-4-R","root-EON-Arabidopsis-4-454-4-R","root-EON-Arabidopsis-5-455-4-R","root-EON-Arabidopsis-6-456-4-R","root-EON-Brachy-1-433-4-R","root-EON-Brachy-2-434-4-R","root-EON-Brachy-3-436-4-R","root-EON-Brachy-4-437-4-R","root-EON-Brachy-5-438-4-R","root-EON-Brachy-6-439-4-R","root-EON-Medicago-1-442-4c-R","root-EON-Medicago-2-444-4b-R","root-EON-Medicago-3-444-4c-R","root-EON-Medicago-4-449-4c-R","shoot-EOD-Arabidopsis-1-451-3-S","shoot-EOD-Arabidopsis-2-452-3-S","shoot-EOD-Arabidopsis-3-453-3-S","shoot-EOD-Arabidopsis-4-454-3-S","shoot-EOD-Arabidopsis-5-455-3-S","shoot-EOD-Arabidopsis-6-456-3-S","shoot-EOD-Brachy-1-433-3-S","shoot-EOD-Brachy-2-434-3-S","shoot-EOD-Brachy-3-436-3-S","shoot-EOD-Brachy-4-437-3-S","shoot-EOD-Brachy-5-438-3-S","shoot-EOD-Brachy-6-439-3-S","shoot-EOD-Medicago-1-442-3a-S","shoot-EOD-Medicago-2-442-3b-S","shoot-EOD-Medicago-3-444-3a-S","shoot-EOD-Medicago-4-449-3a-S","shoot-EOD-Medicago-5-449-3b-S","shoot-EON-Arabidopsis-1-451-4-S","shoot-EON-Arabidopsis-2-452-4-S","shoot-EON-Arabidopsis-3-453-4-S","shoot-EON-Arabidopsis-4-454-4-S","shoot-EON-Arabidopsis-5-455-4-S","shoot-EON-Arabidopsis-6-456-4-S","shoot-EON-Brachy-1-433-4-S","shoot-EON-Brachy-2-434-4-S","shoot-EON-Brachy-3-436-4-S","shoot-EON-Brachy-5-438-4-S","shoot-EON-Brachy-6-439-4-S","shoot-EON-Medicago-1-442-4c-S","shoot-EON-Medicago-2-444-4b-S","shoot-EON-Medicago-3-444-4c-S","shoot-EON-Medicago-4-449-4c-S"
"tryptamine",0,32110.6754150391,0,0,0,35820.9957275391,0,4916.44885253906,0,0,0,7980.36291503906,229924.237915039,149156.284790039,46677.4879150391,45865.7301025391,109635.941040039,0,25510.5035400391,25677.9488525391,0,0,27341.9644775391,8038.66369628906,2535.08557128906,0,22472.8511962891,0,0,39415.4254150391,0,109774.034790039,695.292602539062,29527.2379150391,0,43846.2066650391,0,0,0,489552.425415039,211085.347290039,2327414.86291504,155448.050415039,707319.862915039,133332.112915039,86576.1441650391,286048.925415039,34619.1051025391,78858.5035400391,261779.081665039,0,0,36760.3707275391,0,0,0,238464.675415039,366930.206665039,3032297.61291504,1375529.48791504,519218.550415039,469946.894165039,1347627.98791504,152450.159790039,56270.9722900391
"tryptophan",693194.116821289,2545743.86682129,1675360.49182129,410634.866821289,852755.304321289,4414710.11682129,0,0,77269.1871337891,54768.8590087891,75965.5933837891,79203.1402587891,403986.335571289,246902.663696289,769564.429321289,589125.116821289,353833.116821289,531525.054321289,939620.241821289,432797.773071289,3621091.61682129,1185982.24182129,1209179.74182129,36258.7652587891,56453.0308837891,866630.304321289,50863.5347900391,62087.1441650391,53879.9840087891,333183.179321289,954965.929321289,309036.304321289,206297.507446289,778036.179321289,648230.804321289,553625.679321289,366733.085571289,408812.116821289,606252.616821289,762085.116821289,899849.616821289,236837.523071289,595751.866821289,642017.804321289,686833.616821289,2258089.86682129,1426554.74182129,1097650.36682129,1631742.99182129,1318167.86682129,703506.554321289,334831.460571289,562305.616821289,402491.741821289,559044.804321289,488360.929321289,488027.554321289,394232.210571289,103810.671508789,405998.023071289,196649.554321289,813628.679321289,825876.491821289,612824.804321289,712955.179321289
"tyramine and or isomers",3476528.54638672,4382618.29638672,2897461.79638672,2545565.54638672,3086538.79638672,6391812.29638672,975671.796386719,941589.358886719,1244323.67138672,1221928.54638672,1124840.17138672,1371662.04638672,12851090.2963867,15630424.2963867,9812628.29638672,12733293.2963867,13786625.2963867,3417571.04638672,2439428.29638672,2903557.79638672,3214145.04638672,2439235.54638672,3040819.54638672,838599.171386719,725672.358886719,1823242.29638672,1036345.29638672,738686.483886719,1173453.04638672,7730047.79638672,9006232.29638672,3939739.29638672,6497455.79638672,2675530.29638672,5327051.79638672,7608828.79638672,3803252.54638672,2261677.04638672,3285686.04638672,22679057.2963867,38252967.2963867,21908261.2963867,32669717.2963867,15621541.2963867,24834897.2963867,15439467.2963867,23596189.2963867,10706394.2963867,15067900.2963867,12717466.2963867,5094025.29638672,3787330.54638672,3111075.79638672,4501881.29638672,2535023.54638672,2645224.54638672,22551259.2963867,24302101.2963867,21324809.2963867,20070589.2963867,10932086.2963867,19175357.2963867,30458357.2963867,10915070.2963867,12187075.2963867
"tyrosine",4743763.74865723,4649809.24865723,6984124.24865723,2314965.49865723,2709368.74865723,10321693.2486572,23576717.2486572,4296399.74865723,27579985.2486572,12258889.2486572,19104233.2486572,25890721.2486572,7135915.74865723,8939683.24865723,9959941.24865723,7844500.24865723,5474318.74865723,6804270.24865723,4637923.24865723,7530434.74865723,5606612.24865723,8705821.24865723,47147797.2486572,13038727.2486572,4092246.49865723,9631602.24865723,12025641.2486572,4260834.74865723,17829175.2486572,6126450.74865723,9921090.24865723,6947219.24865723,8710195.24865723,2758160.24865723,6448723.24865723,13596462.2486572,5361383.24865723,2534535.99865723,5782719.74865723,46069953.2486572,192461073.248657,74140473.2486572,80494649.2486572,97925937.2486572,77108201.2486572,2823980.99865723,2101597.24865723,2187800.49865723,2483378.74865723,1488606.74865723,16104738.2486572,9874487.24865723,5924457.74865723,5510104.24865723,4825564.24865723,5249601.74865723,100956353.248657,105761521.248657,100022657.248657,107449113.248657,21884685.2486572,2038677.49865723,3355711.49865723,2251094.24865723,755461.311157227
"uracil",905390525.71875,1141620797.71875,942937277.71875,781213309.71875,924657277.71875,1817584573.71875,592637693.71875,531103837.71875,614355069.71875,581530109.71875,706644541.71875,787323517.71875,563553597.71875,484412733.71875,761020861.71875,659763261.71875,779760125.71875,762918845.71875,886187709.71875,1040360957.71875,931151869.71875,1028820669.71875,1315534525.71875,529399677.71875,504928285.71875,749431037.71875,583013181.71875,459499357.71875,507927773.71875,604052093.71875,562570365.71875,424431773.71875,522426685.71875,65746213.71875,403127453.71875,718979325.71875,109734997.71875,22916863.71875,103222157.71875,206106349.71875,529295837.71875,131178725.71875,108436621.71875,116031597.71875,183456333.71875,1175650109.71875,1075750717.71875,715830973.71875,809233853.71875,925039933.71875,992270717.71875,508571997.71875,327719709.71875,158721821.71875,68493637.71875,170939245.71875,179372845.71875,140845133.71875,88299141.71875,205582013.71875,48974585.71875,965223357.71875,980040125.71875,1286995005.71875,1003937917.71875
"uric acid and or isomers",460146.75,295564.71875,168867.546875,275985.8125,184945.046875,478310.21875,4390915,2885637.75,693090.75,2792336.25,2680274.75,2464848.25,41702.5625,0,55410.703125,62178.84765625,88136.203125,156971.984375,177419.90625,225957.65625,791461.125,413859.71875,2733350,1963523,2184794.75,2840547.25,1675006.125,491357.46875,2261001.75,0,118129.6171875,0,0,55631.609375,109891.375,0,67801.9609375,0,120845.2890625,986815,1364961.75,679910.1875,856234.6875,162635.25,982493.1875,0,0,0,0,0,0,0,0,0,0,0,359465.84375,708192.4375,823272.625,538004.0625,680475.4375,0,109563.1484375,0,70843.3828125
"uridine",156106.000732422,388266.219482422,160924.422607422,422878.438232422,405404.500732422,332804.531982422,62370.0710449219,113278.297607422,241719.422607422,64169.6413574219,159808.047607422,571885.844482422,941019.344482422,599378.844482422,1347946.46948242,997097.656982422,1259389.34448242,101702.813232422,103312.406982422,474139.844482422,0,139574.406982422,811256.031982422,208245.750732422,137364.047607422,180303.313232422,161414.078857422,136067.110107422,64917.6257324219,728096.906982422,256440.266357422,1184409.46948242,241723.531982422,102006.547607422,0,215783.578857422,0,75727.0554199219,0,139562.485107422,179677.985107422,303100.063232422,118519.391357422,350777.250732422,175507.531982422,105195.414794922,486431.531982422,91539.3366699219,0,121288.524169922,299122.750732422,111183.805419922,238184.641357422,175363.375732422,206326.625732422,0,120976.922607422,159799.344482422,356556.094482422,569688.719482422,184020.922607422,364510.281982422,378273.750732422,917843.719482422,251802.594482422
"uridine 5-diphospho-N-acetylhexosamine",165898.733154297,101957.748779297,274426.248779297,79179.6081542969,86242.9987792969,320598.592529297,0,7349.19409179688,23519.1862792969,0,10296.0026855469,36899.0769042969,131697.045654297,70467.6784667969,95296.4987792969,70010.0222167969,103025.748779297,172134.248779297,56048.6003417969,80833.9519042969,267664.936279297,109770.264404297,52081.0612792969,0,19746.4362792969,92090.2175292969,49983.8190917969,19636.8190917969,0,65571.2175292969,49895.4831542969,115557.842529297,14544.5339355469,233028.811279297,26745.2019042969,823377.842529297,42745.5612792969,41221.2175292969,36357.8581542969,1414252.1550293,1682846.6550293,1159239.0300293,1373247.2800293,859030.905029297,1291119.1550293,51607.6862792969,70722.2487792969,112108.967529297,182208.139404297,190241.967529297,635853.280029297,97462.4831542969,187433.530029297,100155.592529297,378892.030029297,213351.248779297,2781925.5300293,3136652.2800293,1208506.0300293,1807944.1550293,875800.655029297,63594.4128417969,528953.655029297,105572.420654297,57202.8112792969
"uridine 5-diphosphohexose",144027805.12207,60491893.1220703,240678621.12207,111043245.12207,72687445.1220703,134364365.12207,43126569.1220703,36406477.1220703,20668025.1220703,25796627.1220703,44151425.1220703,41847505.1220703,71479053.1220703,44345945.1220703,145117549.12207,82660453.1220703,47512313.1220703,447840877.12207,124389125.12207,325942253.12207,131443205.12207,360539629.12207,193051037.12207,44220757.1220703,28104705.1220703,297029741.12207,13971816.1220703,7581790.62207031,24319889.1220703,89132549.1220703,121873557.12207,68389893.1220703,113029717.12207,99140797.1220703,484526285.12207,1029879981.12207,314439085.12207,176871965.12207,256598189.12207,1098641453.12207,2032552493.12207,1121605421.12207,1294243501.12207,1110741933.12207,1285917229.12207,20384319.1220703,16770567.1220703,34641249.1220703,50055505.1220703,39686281.1220703,988978157.12207,888253229.12207,609064813.12207,382210317.12207,356923853.12207,435114029.12207,1449734957.12207,1587076013.12207,1158702381.12207,1724324909.12207,874823661.12207,14164986.1220703,388417517.12207,20292955.1220703,10202160.1220703
"uridine 5-diphosphoric acid and or isomers",8592267.44238281,7448536.94238281,4784726.44238281,4027085.94238281,4667092.94238281,15910686.4423828,2043952.94238281,1581598.06738281,1177184.69238281,1255659.19238281,1579090.94238281,8736214.44238281,4079635.44238281,6008677.94238281,5114980.44238281,3219007.69238281,5937285.44238281,5032381.94238281,3073410.44238281,5292393.94238281,4161536.44238281,3319526.19238281,2670007.69238281,1185731.81738281,940088.817382812,3091379.19238281,809889.254882812,526280.629882812,600381.254882812,2409112.44238281,4599976.44238281,3070741.44238281,1699691.31738281,1930250.31738281,1416912.81738281,1555678.69238281,5178168.44238281,8004855.44238281,2262537.19238281,659124.817382812,478870.317382812,717055.504882812,352985.692382812,639289.129882812,464811.504882812,2513676.69238281,3418841.19238281,1366694.44238281,2099491.69238281,1355162.56738281,1005363.06738281,347180.473632812,634252.504882812,1040266.69238281,774763.942382812,758339.317382812,431687.504882812,396763.379882812,714903.817382812,1045480.81738281,510352.442382812,1721360.81738281,5334704.44238281,4990554.94238281,3994679.19238281
"uridine-5-monophosphoric acid",1814829.79614258,738392.108642578,1086349.92114258,945500.921142578,646784.796142578,1401186.04614258,1432338.67114258,971062.296142578,885150.358642578,1056331.42114258,1209655.67114258,1127437.17114258,296039.389892578,212939.593017578,359143.577392578,270564.233642578,396005.233642578,1388106.42114258,826600.983642578,1539358.54614258,1112651.92114258,1928110.92114258,1463602.42114258,871575.421142578,836592.983642578,1354538.29614258,1246887.67114258,655273.608642578,896065.421142578,295080.171142578,255652.421142578,330277.421142578,217985.999267578,171398.264892578,227477.139892578,427348.858642578,82176.5461425781,137778.655517578,115897.046142578,370854.764892578,214904.546142578,479011.889892578,246645.233642578,442584.108642578,416273.077392578,310245.796142578,607926.108642578,839079.546142578,862325.046142578,2163316.79614258,207795.561767578,153144.624267578,136920.811767578,68924.8039550781,135286.593017578,133298.811767578,109015.030517578,174548.327392578,413368.639892578,514746.233642578,335717.764892578,937254.921142578,286809.264892578,174775.733642578,340417.546142578
"valine",2146586719.125,3660214623.125,3105959263.125,1828269023.125,3542690399.125,4245041759.125,1320773215.125,2045994591.125,1180406495.125,1360851423.125,1181285855.125,1741381855.125,2974667871.125,2679643231.125,2589024095.125,2383245663.125,2353204831.125,2256635743.125,2093363551.125,3468635999.125,2343672415.125,1992000095.125,2046555999.125,1447541599.125,2261452639.125,1669967071.125,1695877727.125,1560979807.125,1469064159.125,2442125663.125,1241899231.125,2367965279.125,1620327007.125,2908216415.125,2113336031.125,3998856287.125,1956776031.125,3069542751.125,2190998879.125,2316321375.125,2306410591.125,3608628575.125,2211301727.125,3087350879.125,2283294815.125,2142681823.125,4379321695.125,2630714719.125,1979564639.125,3841915231.125,2384865119.125,2144941151.125,3714264671.125,3965056607.125,3462681439.125,2241900127.125,2477825119.125,2543092063.125,3686882399.125,3848759647.125,3301891679.125,3583345503.125,3745891167.125,3896147295.125,2098331359.125
"vanillic acid",0,0,0,0,0,0,647941.952636719,508866.327636719,538263.515136719,467187.858886719,1020872.64013672,630614.452636719,990309.390136719,1358037.39013672,1238389.26513672,1313605.26513672,1452946.14013672,0,0,0,0,0,528927.202636719,638245.390136719,478924.702636719,0,740538.265136719,616289.952636719,672572.265136719,962533.702636719,1720181.51513672,691028.577636719,510096.390136719,118643.687011719,0,0,150093.546386719,278140.827636719,0,735548.015136719,786623.702636719,779722.390136719,887237.077636719,789605.015136719,714674.765136719,1164082.39013672,1032990.76513672,1394695.26513672,1403060.01513672,1240775.89013672,199108.483886719,161191.093261719,0,210994.874511719,206363.749511719,193334.687011719,963379.640136719,820631.327636719,610661.890136719,910191.890136719,602635.077636719,1298390.51513672,1598158.26513672,1469049.89013672,1278262.26513672
"xanthine",214697.115234375,1424702.28710938,450932.505859375,945982.724609375,406747.787109375,1772639.91210938,2623110.16210938,2126840.91210938,1703946.78710938,2006755.53710938,3224786.16210938,2050268.41210938,4452484.16210938,4329224.16210938,3094700.16210938,2375088.41210938,1709030.41210938,208188.271484375,280382.755859375,228708.271484375,400397.568359375,345638.099609375,1181869.66210938,3028174.16210938,2787534.41210938,263817.880859375,2389691.66210938,963195.599609375,6276097.66210938,2211196.91210938,1690275.66210938,6644413.16210938,3001437.66210938,865642.162109375,3776045.91210938,10414039.1621094,863009.599609375,1789193.28710938,926497.162109375,2269725.16210938,3129971.66210938,3953185.66210938,2096669.91210938,2697563.91210938,2768300.66210938,14492151.1621094,12917896.1621094,5623172.16210938,9475071.16210938,6858124.66210938,7492539.16210938,6092578.66210938,6234638.16210938,2663501.66210938,2570738.66210938,1843577.41210938,3117811.91210938,3320078.41210938,3902119.16210938,2514081.41210938,2040828.66210938,13421766.1621094,11483194.1621094,12919016.1621094,15785299.1621094
"xanthosine",2064923.5925293,3070348.7175293,782751.405029297,5426495.2175293,3411719.2175293,1508986.7175293,6180607.2175293,4299816.2175293,4583146.7175293,6679342.2175293,10382463.7175293,9521366.7175293,8399657.7175293,8275316.7175293,7156639.2175293,8366202.7175293,9652598.7175293,2950981.9675293,3703431.4675293,2565338.4675293,2867212.4675293,3006366.9675293,9510810.7175293,8896587.7175293,5925851.7175293,3156705.7175293,5039875.2175293,4463056.2175293,14558548.7175293,6688504.7175293,10561323.7175293,4660585.7175293,9620544.7175293,1028506.9675293,2179524.9675293,1539380.5925293,3862095.9675293,2559870.9675293,2263498.7175293,5033048.7175293,5069948.2175293,3181763.9675293,6945964.2175293,2668043.4675293,5322098.7175293,7271392.2175293,6731088.7175293,3894342.7175293,5850034.7175293,4471726.7175293,3319346.7175293,4753655.7175293,2694479.2175293,4051883.4675293,1619972.3425293,2462284.4675293,5153734.7175293,3646485.9675293,4164711.9675293,3303031.9675293,3343979.2175293,10365515.7175293,8133988.7175293,8826956.7175293,13570975.7175293
"xanthurenic acid",0,0,0,74703.1875,0,0,14444331,16223255,12179262,14095255,13880337,21236598,7990390,7684590,8556846,9674171,11011511,0,0,0,0,0,22293926,14065930,14688783,2734245,19609812,11695567,14474434,7386324.5,9827450,4468816,7912302,0,0,0,96911.2265625,0,0,6050144.5,1133109.5,3305773.25,6549583.5,2758051.5,4296415.5,0,0,0,231146.859375,0,0,0,0,0,0,0,844871.8125,1101413.75,2373945.75,3642779,1845854.875,0,0,0,336635.65625
